name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
Chris McNealy,POWER FORWARD,24,NEW YORK KNICKS,30,6,627,70,144,0,0,31,47,62,141,41,38,12,35,88,171
Dirk Minniefield,POINT GUARD,25,CLEVELAND CAVALIERS,76,2,1131,167,347,10,37,73,93,43,88,269,65,1,108,165,417
Mike Mitchell,SMALL FORWARD,30,SAN ANTONIO SPURS,82,82,2970,802,1697,0,12,317,392,134,275,188,56,25,184,175,1921
Paul Mokeski,CENTER,29,MILWAUKEE BUCKS,45,0,521,59,139,0,0,25,34,36,103,30,6,6,25,92,143
Sidney Moncrief,POINT GUARD,28,MILWAUKEE BUCKS,73,72,2567,470,962,33,103,498,580,115,219,357,103,18,174,178,1471
Johnny Moore,POINT GUARD,27,SAN ANTONIO SPURS,28,23,856,150,303,4,22,59,86,25,61,252,70,6,81,78,363
Perry Moss,POINT GUARD,27,WASHINGTON BULLETS,12,0,160,21,53,2,7,11,15,9,16,19,6,3,18,26,55
Perry Moss,POINT GUARD,27,PHILADELPHIA 76ERS,60,0,852,95,239,5,25,54,74,25,65,89,50,12,61,106,249
Chris Mullin,SHOOTING GUARD,22,GOLDEN STATE WARRIORS,55,30,1391,287,620,5,27,189,211,42,73,105,70,23,75,130,768
Jay Murphy,SMALL FORWARD,23,LOS ANGELES CLIPPERS,14,0,100,16,45,0,2,9,14,7,8,3,4,3,5,12,41
Larry Nance,POWER FORWARD,26,PHOENIX SUNS,73,69,2484,582,1001,0,8,310,444,169,449,240,70,130,210,247,1474
Calvin Natt,POWER FORWARD,29,DENVER NUGGETS,69,62,2007,469,930,2,6,278,347,125,311,164,58,13,130,143,1218
Chuck Nevitt,CENTER,26,LOS ANGELES LAKERS,4,0,25,3,11,0,0,4,6,3,4,2,2,2,5,6,10
Chuck Nevitt,CENTER,26,DETROIT PISTONS,25,0,101,12,32,0,0,15,20,10,15,5,2,17,7,29,39
Kurt Nimphius,POWER FORWARD,27,DALLAS MAVERICKS,13,4,280,37,72,0,1,17,29,23,37,14,3,12,13,38,91
Kurt Nimphius,POWER FORWARD,27,LOS ANGELES CLIPPERS,67,62,1946,314,622,0,2,177,233,129,264,48,30,93,107,229,805
Norm Nixon,POINT GUARD,30,LOS ANGELES CLIPPERS,67,62,2138,403,921,42,121,131,162,45,135,576,84,3,190,143,979
Mike O'Koren,SMALL FORWARD,27,NEW JERSEY NETS,67,11,1031,160,336,7,27,23,39,33,102,118,29,9,54,134,350
Charles Oakley,POWER FORWARD,22,CHICAGO BULLS,77,30,1772,281,541,0,3,178,269,255,409,133,68,30,175,250,740
Hakeem Olajuwon,CENTER,23,HOUSTON ROCKETS,68,68,2467,625,1188,0,0,347,538,333,448,137,134,231,195,271,1597
Mark Olberding,POWER FORWARD,29,SACRAMENTO KINGS,81,64,2157,225,403,0,2,162,210,113,310,266,43,23,148,276,612
Jawann Oldham,CENTER,28,CHICAGO BULLS,52,47,1276,167,323,0,1,53,91,112,194,37,28,134,86,206,387
Louis Orr,SMALL FORWARD,27,NEW YORK KNICKS,74,64,2237,330,741,0,4,218,278,123,189,179,61,26,118,177,878
Robert Parish,CENTER,32,BOSTON CELTICS,81,80,2567,530,966,0,0,245,335,246,524,145,65,116,187,215,1305
Jim Paxson,SHOOTING GUARD,28,PORTLAND TRAIL BLAZERS,75,31,1931,372,792,20,62,217,244,42,106,278,94,5,112,156,981
John Paxson,POINT GUARD,25,CHICAGO BULLS,75,3,1570,153,328,15,50,74,92,18,76,274,55,2,63,172,395
Sam Perkins,POWER FORWARD,24,DALLAS MAVERICKS,80,79,2626,458,910,11,33,307,377,195,490,153,75,94,145,212,1234
Jim Petersen,POWER FORWARD,23,HOUSTON ROCKETS,82,20,1664,196,411,0,3,113,160,149,247,85,38,54,84,231,505
Michael Phelps,SHOOTING GUARD,24,SEATTLE SUPERSONICS,70,18,880,117,286,1,12,44,74,29,60,71,45,1,62,86,279
Ricky Pierce,SHOOTING GUARD,26,MILWAUKEE BUCKS,81,8,2147,429,798,3,23,266,310,94,137,177,83,6,107,252,1127
Ed Pinckney,SMALL FORWARD,22,PHOENIX SUNS,80,24,1602,255,457,0,2,171,254,95,213,90,71,37,148,190,681
Charles Pittman,POWER FORWARD,27,PHOENIX SUNS,69,17,1132,127,218,0,0,99,141,99,147,58,37,23,107,140,353
David Pope,SMALL FORWARD,23,SEATTLE SUPERSONICS,11,0,74,9,20,1,1,2,4,6,5,4,2,1,2,11,21
Ben Poquette,POWER FORWARD,30,CLEVELAND CAVALIERS,81,3,1496,166,348,2,10,72,100,121,252,78,33,32,68,187,406
Terry Porter,POINT GUARD,22,PORTLAND TRAIL BLAZERS,79,3,1214,212,447,13,42,125,155,35,82,198,81,1,106,136,562
Paul Pressey,SMALL FORWARD,27,MILWAUKEE BUCKS,80,80,2704,411,843,8,44,316,392,127,272,623,168,71,240,247,1146
Kurt Rambis,POWER FORWARD,27,LOS ANGELES LAKERS,74,74,1573,160,269,0,0,88,122,156,361,69,66,33,97,198,408
Kelvin Ransey,POINT GUARD,27,NEW JERSEY NETS,79,15,1504,231,505,3,24,121,148,34,82,252,51,4,114,128,586
Blair Rasmussen,CENTER,23,DENVER NUGGETS,48,1,330,61,150,0,0,31,39,37,60,16,3,10,40,63,153
Robert Reid,SMALL FORWARD,30,HOUSTON ROCKETS,82,5,2157,409,881,6,33,162,214,67,234,222,91,16,96,231,986
Jerry Reynolds,SMALL FORWARD,23,MILWAUKEE BUCKS,55,8,508,72,162,1,2,58,104,37,43,86,43,19,52,57,203
Clint Richardson,SHOOTING GUARD,29,INDIANA PACERS,82,61,2224,335,736,1,9,123,147,69,182,372,58,8,136,153,794
Micheal Ray Richardson,POINT GUARD,30,NEW JERSEY NETS,47,39,1604,296,661,4,27,141,179,77,173,340,125,11,150,163,737
Doc Rivers,POINT GUARD,24,ATLANTA HAWKS,53,50,1571,220,464,0,16,172,283,49,113,443,120,13,141,185,612
Fred Roberts,POWER FORWARD,25,UTAH JAZZ,58,0,469,74,167,1,2,67,87,31,49,27,8,6,53,72,216
Alvin Robertson,SHOOTING GUARD,23,SAN ANTONIO SPURS,82,82,2878,562,1093,8,29,260,327,184,332,448,301,40,256,296,1392
Rick Robey,CENTER,30,PHOENIX SUNS,46,1,629,72,191,0,3,33,48,40,108,58,19,5,66,92,177
Cliff Robinson,SMALL FORWARD,25,WASHINGTON BULLETS,78,78,2563,595,1255,1,4,269,353,180,500,186,98,44,206,217,1460
Tree Rollins,CENTER,30,ATLANTA HAWKS,74,61,1781,173,347,0,1,69,90,131,327,41,38,167,91,239,415
Dan Roundfield,POWER FORWARD,32,WASHINGTON BULLETS,79,21,2321,322,660,0,6,273,362,210,432,167,36,51,187,194,917
Derrick Rowland,SHOOTING GUARD,26,MILWAUKEE BUCKS,2,0,9,1,3,0,0,1,2,0,1,1,0,0,0,1,3
Jeff Ruland,POWER FORWARD,27,WASHINGTON BULLETS,30,24,1114,212,383,0,4,145,200,107,213,159,23,25,121,100,569
Walker Russell,POINT GUARD,25,DETROIT PISTONS,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Ralph Sampson,POWER FORWARD,25,HOUSTON ROCKETS,79,76,2864,624,1280,2,15,241,376,258,621,283,99,129,285,308,1491
Mike Sanders,SMALL FORWARD,25,PHOENIX SUNS,82,5,1644,347,676,3,15,208,257,104,169,150,76,31,143,236,905
Danny Schayes,CENTER,26,DENVER NUGGETS,80,13,1654,221,440,0,1,216,278,154,285,79,42,63,105,298,658
Detlef Schrempf,SMALL FORWARD,23,DALLAS MAVERICKS,64,12,969,142,315,3,7,110,152,70,128,88,23,10,84,166,397
Byron Scott,SHOOTING GUARD,24,LOS ANGELES LAKERS,76,62,2190,507,989,22,61,138,176,55,134,164,85,15,110,167,1174
Carey Scurry,SMALL FORWARD,23,UTAH JAZZ,78,0,1168,142,301,1,11,78,126,97,145,85,78,66,96,171,363
Lonnie Shelton,POWER FORWARD,30,CLEVELAND CAVALIERS,44,1,682,92,188,0,2,14,16,38,105,61,21,4,48,128,198
Purvis Short,SMALL FORWARD,28,GOLDEN STATE WARRIORS,64,63,2427,633,1313,15,49,351,406,126,203,237,92,22,184,229,1632
Jerry Sichting,POINT GUARD,29,BOSTON CELTICS,82,7,1596,235,412,6,16,61,66,27,77,188,50,0,73,118,537
Jack Sikma,CENTER,30,SEATTLE SUPERSONICS,80,78,2790,508,1100,0,13,355,411,146,602,301,92,73,214,293,1371
Derek Smith,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,11,9,339,100,181,1,2,58,84,20,21,31,9,13,33,35,259
Larry Smith,POWER FORWARD,28,GOLDEN STATE WARRIORS,77,74,2441,314,586,0,1,112,227,384,472,95,62,50,135,286,740
Mike Smrek,CENTER,23,CHICAGO BULLS,38,5,408,46,122,0,2,16,29,46,64,19,6,23,29,95,108
Ricky Sobers,SHOOTING GUARD,33,SEATTLE SUPERSONICS,78,0,1279,240,541,13,43,110,125,29,70,180,44,2,85,139,603
Rory Sparrow,POINT GUARD,27,NEW YORK KNICKS,74,74,2344,345,723,5,20,101,127,50,120,472,85,14,154,182,796
Larry Spriggs,SMALL FORWARD,26,LOS ANGELES LAKERS,43,7,471,88,192,0,1,38,49,28,53,49,18,9,54,78,214
Terence Stansbury,SHOOTING GUARD,24,INDIANA PACERS,74,17,1331,191,441,9,53,107,132,29,110,206,59,8,139,200,498
Steve Stipanovich,CENTER,25,INDIANA PACERS,79,65,2397,416,885,2,10,242,315,173,450,206,75,69,146,261,1076
Alex Stivrins,SMALL FORWARD,23,SEATTLE SUPERSONICS,3,0,14,1,4,0,0,1,4,3,0,1,0,0,3,2,3
John Stockton,POINT GUARD,23,UTAH JAZZ,82,38,1935,228,466,2,15,172,205,33,146,610,157,10,168,227,630
Greg Stokes,POWER FORWARD,22,PHILADELPHIA 76ERS,31,13,350,56,119,0,1,14,21,27,30,17,14,11,19,56,126
Jon Sundvold,POINT GUARD,24,SAN ANTONIO SPURS,70,4,1150,220,476,21,60,39,48,22,58,261,34,0,85,110,500
Terry Teagle,SHOOTING GUARD,25,GOLDEN STATE WARRIORS,82,52,2158,475,958,4,25,211,265,96,139,115,71,34,136,241,1165
Reggie Theus,SHOOTING GUARD,28,SACRAMENTO KINGS,82,82,2919,546,1137,6,35,405,490,73,231,788,112,20,327,231,1503
Peter Thibeaux,SMALL FORWARD,24,GOLDEN STATE WARRIORS,42,8,531,100,233,2,5,29,48,28,47,28,23,15,39,82,231
David Thirdkill,POWER FORWARD,25,BOSTON CELTICS,49,0,385,54,110,0,1,55,88,27,43,15,11,3,19,55,163
Isiah Thomas,POINT GUARD,24,DETROIT PISTONS,77,77,2790,609,1248,26,84,365,462,83,194,830,171,20,289,245,1609
Jim Thomas,SHOOTING GUARD,25,LOS ANGELES CLIPPERS,6,0,69,6,15,0,0,1,2,3,5,12,5,1,9,12,13
Bernard Thompson,SHOOTING GUARD,23,PHOENIX SUNS,61,20,1281,195,399,0,2,127,157,58,83,132,51,10,90,151,517
LaSalle Thompson,CENTER,24,SACRAMENTO KINGS,80,64,2377,411,794,0,1,202,276,252,518,168,71,109,184,295,1024
Mychal Thompson,CENTER,31,PORTLAND TRAIL BLAZERS,82,78,2569,503,1011,0,0,198,309,181,427,176,76,35,196,267,1204
Paul Thompson,SMALL FORWARD,24,PHILADELPHIA 76ERS,23,8,432,70,194,2,12,37,43,27,36,24,15,17,30,49,179
Bob Thornton,POWER FORWARD,23,NEW YORK KNICKS,71,23,1323,125,274,0,0,86,162,113,177,43,30,7,83,209,336
Otis Thorpe,POWER FORWARD,23,SACRAMENTO KINGS,75,18,1675,289,492,0,0,164,248,137,283,84,35,34,123,233,742
Sedale Threatt,SHOOTING GUARD,24,PHILADELPHIA 76ERS,70,27,1754,310,684,1,24,75,90,21,100,193,93,5,102,157,696
Wayman Tisdale,POWER FORWARD,21,INDIANA PACERS,81,60,2277,516,1002,0,2,160,234,191,393,79,32,44,188,290,1192
Andrew Toney,SHOOTING GUARD,28,PHILADELPHIA 76ERS,6,0,84,11,36,0,2,3,8,2,3,12,2,0,7,8,25
Sedric Toney,POINT GUARD,23,ATLANTA HAWKS,3,0,24,2,7,0,0,1,1,0,2,0,1,0,3,6,5
Sedric Toney,POINT GUARD,23,PHOENIX SUNS,10,0,206,26,59,3,10,20,30,3,20,26,5,0,19,18,75
Kelly Tripucka,SMALL FORWARD,26,DETROIT PISTONS,81,81,2626,615,1236,12,25,380,444,116,232,265,93,10,183,167,1622
Trent Tucker,SHOOTING GUARD,26,NEW YORK KNICKS,77,23,1788,349,740,41,91,79,100,70,99,192,65,8,70,167,818
Elston Turner,SHOOTING GUARD,26,DENVER NUGGETS,73,0,1324,165,379,0,9,39,53,64,137,165,70,6,80,150,369
Jeff Turner,POWER FORWARD,23,NEW JERSEY NETS,53,1,650,84,171,0,1,58,78,45,92,14,21,3,49,125,226
Melvin Turpin,CENTER,25,CLEVELAND CAVALIERS,80,69,2292,456,838,0,4,185,228,182,374,55,65,106,134,260,1097
Terry Tyler,SMALL FORWARD,29,SACRAMENTO KINGS,71,52,1651,295,649,0,3,84,112,109,204,94,64,108,94,159,674
Darnell Valentine,POINT GUARD,26,PORTLAND TRAIL BLAZERS,28,27,734,92,206,1,3,71,100,20,52,139,49,1,58,78,256
Darnell Valentine,POINT GUARD,26,LOS ANGELES CLIPPERS,34,2,483,69,182,3,11,59,75,12,41,107,23,1,57,45,200
Kiki Vandeweghe,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,79,76,2791,719,1332,1,8,523,602,92,124,187,54,17,177,161,1962
Nick Vanos,CENTER,22,PHOENIX SUNS,11,0,202,23,72,0,0,8,23,21,39,16,2,5,20,34,54
Pete Verhoeven,POWER FORWARD,26,GOLDEN STATE WARRIORS,61,5,749,90,167,1,2,25,43,65,95,29,29,17,30,141,206
Jay Vincent,POWER FORWARD,26,DALLAS MAVERICKS,80,3,1994,442,919,0,3,222,274,107,261,180,66,21,145,193,1106
Sam Vincent,SHOOTING GUARD,22,BOSTON CELTICS,57,0,432,59,162,1,4,65,70,11,37,69,17,4,49,59,184
Danny Vranes,SMALL FORWARD,27,SEATTLE SUPERSONICS,80,19,1569,131,284,0,4,39,75,115,166,68,63,31,58,218,301
Granville Waiters,CENTER,25,HOUSTON ROCKETS,43,0,156,13,39,0,1,1,6,15,13,8,4,10,11,30,27
Darrell Walker,POINT GUARD,24,NEW YORK KNICKS,81,35,2023,324,753,0,10,190,277,100,120,337,146,36,192,216,838
Bill Walton,CENTER,33,BOSTON CELTICS,80,2,1546,231,411,0,0,144,202,136,408,165,38,106,151,210,606
Bryan Warrick,POINT GUARD,26,MILWAUKEE BUCKS,5,0,27,4,10,1,2,1,1,0,3,6,2,0,5,3,10
Bryan Warrick,POINT GUARD,26,INDIANA PACERS,31,5,658,81,172,2,10,53,67,10,56,109,25,2,48,76,217
Spud Webb,POINT GUARD,22,ATLANTA HAWKS,79,8,1229,199,412,2,11,216,275,27,96,337,82,5,159,164,616
Scott Wedman,SMALL FORWARD,33,BOSTON CELTICS,79,19,1402,286,605,17,48,45,68,66,126,83,38,22,54,127,634
Bill Wennington,CENTER,22,DALLAS MAVERICKS,56,3,562,72,153,0,4,45,62,32,100,21,11,22,21,83,189
Mark West,CENTER,25,CLEVELAND CAVALIERS,67,26,1172,113,209,0,0,54,103,97,225,20,27,62,91,235,280
Ennis Whatley,POINT GUARD,23,CLEVELAND CAVALIERS,8,0,66,9,19,0,0,4,7,2,5,13,5,0,6,8,22
Ennis Whatley,POINT GUARD,23,WASHINGTON BULLETS,4,0,27,5,14,0,0,1,3,2,5,7,0,1,0,1,11
Ennis Whatley,POINT GUARD,23,SAN ANTONIO SPURS,2,1,14,1,2,0,0,0,0,0,0,3,0,0,4,1,2
Rory White,SMALL FORWARD,26,LOS ANGELES CLIPPERS,75,30,1761,355,684,1,9,164,222,82,99,74,74,8,95,161,875
Willie White,SHOOTING GUARD,23,DENVER NUGGETS,43,4,343,74,168,6,21,19,23,17,27,53,18,2,25,24,173
Jerome Whitehead,CENTER,29,GOLDEN STATE WARRIORS,81,3,1079,126,294,0,0,60,97,94,234,19,18,19,64,176,312
Mitchell Wiggins,SHOOTING GUARD,26,HOUSTON ROCKETS,78,0,1198,222,489,1,12,86,118,87,72,101,59,5,62,155,531
Jamaal Wilkes,SMALL FORWARD,32,LOS ANGELES CLIPPERS,13,1,195,26,65,1,3,22,27,13,16,15,7,2,16,19,75
Dominique Wilkins,SMALL FORWARD,26,ATLANTA HAWKS,78,78,3049,888,1897,13,70,577,705,261,357,206,138,49,251,170,2366
Gerald Wilkins,SHOOTING GUARD,22,NEW YORK KNICKS,81,53,2025,437,934,7,25,132,237,92,116,161,68,9,157,155,1013
Jeff Wilkins,CENTER,30,UTAH JAZZ,48,0,604,96,240,0,0,30,47,40,105,28,3,11,32,86,222
Jeff Wilkins,CENTER,30,SAN ANTONIO SPURS,27,4,522,51,134,0,0,28,46,34,93,18,8,10,20,71,130
Buck Williams,POWER FORWARD,25,NEW JERSEY NETS,82,82,3070,500,956,0,2,301,445,329,657,131,73,96,244,294,1301
Freeman Williams,SHOOTING GUARD,29,WASHINGTON BULLETS,9,0,110,25,67,7,14,12,17,4,8,7,7,1,13,10,69
Gus Williams,POINT GUARD,32,WASHINGTON BULLETS,77,67,2284,434,1013,30,116,138,188,52,114,453,96,15,160,113,1036
Guy Williams,POWER FORWARD,25,GOLDEN STATE WARRIORS,5,0,25,2,5,0,0,3,6,0,6,0,1,2,0,7,7
Herb Williams,CENTER,27,INDIANA PACERS,78,74,2770,627,1275,1,12,294,403,172,538,174,50,184,210,244,1549
Pete Williams,POWER FORWARD,20,DENVER NUGGETS,53,11,573,67,111,0,0,17,40,47,99,14,19,23,19,68,151
Ray Williams,POINT GUARD,31,ATLANTA HAWKS,19,13,367,57,143,4,11,41,48,19,26,67,28,1,41,48,159
Ray Williams,POINT GUARD,31,SAN ANTONIO SPURS,23,8,397,50,131,2,6,62,64,13,24,111,28,3,51,64,164
Ray Williams,POINT GUARD,31,NEW JERSEY NETS,5,0,63,10,32,0,2,12,14,3,1,9,5,0,9,12,32
Sly Williams,SMALL FORWARD,28,BOSTON CELTICS,6,0,54,5,21,0,4,7,12,7,8,2,1,1,7,15,17
Kevin Willis,POWER FORWARD,23,ATLANTA HAWKS,82,59,2300,419,811,0,6,172,263,243,461,45,66,44,177,294,1010
Voise Winters,SMALL FORWARD,23,PHILADELPHIA 76ERS,4,0,17,3,13,0,1,0,0,1,2,0,1,0,2,1,6
Randy Wittman,SHOOTING GUARD,26,ATLANTA HAWKS,81,79,2760,467,881,5,16,104,135,51,119,306,81,14,114,118,1043
Al Wood,SHOOTING GUARD,27,SEATTLE SUPERSONICS,78,34,1749,355,817,5,37,187,239,80,164,114,57,19,107,171,902
Leon Wood,POINT GUARD,23,PHILADELPHIA 76ERS,29,1,455,57,136,13,29,27,34,9,18,75,14,0,7,24,154
Leon Wood,POINT GUARD,23,WASHINGTON BULLETS,39,0,743,127,330,28,85,96,121,16,47,107,20,0,67,46,378
Mike Woodson,SHOOTING GUARD,27,SACRAMENTO KINGS,81,51,2417,510,1073,2,13,242,289,94,132,197,92,37,145,215,1264
Orlando Woolridge,SMALL FORWARD,26,CHICAGO BULLS,70,59,2248,540,1090,4,23,364,462,150,200,213,49,47,174,186,1448
James Worthy,SMALL FORWARD,24,LOS ANGELES LAKERS,75,73,2454,629,1086,0,13,242,314,136,251,201,82,77,149,195,1500
Danny Young,POINT GUARD,23,SEATTLE SUPERSONICS,82,29,1901,227,449,24,74,90,106,29,91,303,110,9,92,113,568
Michael Young,SMALL FORWARD,25,PHILADELPHIA 76ERS,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
